No.	rev_datemodified	locale	file_name	h1	product	ssi_header	globalfooter	header	author2	author3	keywords	columntype	pod	topiccenter	rev_datecreated	article_title	area	fullwidth	commentWidget	page_total	page_number	editor	products	commentRating	columns	fma	head	printLayout	description	shorttitle	promo	robots	ROBOTS	breadcrumb	flashdetection	MMlocale	devCtrNav	datemodified	identity	lang	topic	globalnav	level	url	ssi_syntax	dropdown,pod,tab,tree,map	author	modules	datecreated	devCtrAccordion	user_level	blurb	contentarea	Keywords	title	page	
49	25 February 2008	en_us	index	Working asynchronously with a local SQL database	Adobe AIR										25 February 2008	Working asynchronously with a local SQL database			true	1	1		Adobe AIR	true	1		adobe air	false				noodp					true			en-us				www.adobe.com/devnet/air/ajax/quickstart/simple_sql_database.html		dropdown	H. Paul Robertson		25 February 2008	true	4		Adobe Developer Connection		Working asynchronously with a local SQL database | Adobe Developer Connection	main	
50	10 June 2010	en_us	index	Playing sound in an HTML-based application	Adobe AIR										17 November 2008	Playing sound in an HTML-based application			true	1	1		Adobe AIR	true	1		adobe air	false				noodp					true	10 June 2010		en-us				www.adobe.com/devnet/air/ajax/quickstart/sound_in_html.html		dropdown	Jeff Swartz		17 November 2008	true	2		Adobe Developer Connection		Playing sound in an HTML-based application | Adobe Developer Connection	main	
51	10 June 2010	en_us	index	AIR application start-up options	Adobe AIR										23 February 2009	AIR application start-up options			true	1	1		Adobe AIR	true	1		noodp	false									true	10 June 2010		en-us				www.adobe.com/devnet/air/ajax/quickstart/startup_options.html		dropdown	Jeff Swartz		23 February 2009	true	4		Adobe Developer Connection		AIR application start-up options | Adobe Developer Connection	main	
52	25 February 2008	en_us	index	Working synchronously with a local SQL database	Adobe AIR										25 February 2008	Working synchronously with a local SQL database			true	1	1		Adobe AIR	true	1		adobe air	false				noodp					true			en-us				www.adobe.com/devnet/air/ajax/quickstart/sync_simple_sql_database.html		dropdown	H. Paul Robertson		25 February 2008	true	4		Adobe Developer Connection		Working synchronously with a local SQL database | Adobe Developer Connection	main	
53	10 June 2010	en_us	index	Using the Adobe AIR update framework	flash player										17 November 2008	Using the Adobe AIR update framework			true	1	1		Adobe AIR	true	1		adobe air	false				noodp					true	10 June 2010		en-us				www.adobe.com/devnet/air/ajax/quickstart/update_framework.html		dropdown	Jeff Swartz		17 November 2008	true	2		Adobe Developer Connection		Using the Adobe AIR update framework | Adobe Developer Connection	main	
54	23 February 2009	en_us	index	Reading from and writing to an XML preferences file	Adobe AIR										25 February 2008	Reading from and writing to an XML preferences file			true	1	1		Adobe AIR	true	1		adobe air	false				noodp					true	23 February 2009		en-us				www.adobe.com/devnet/air/ajax/quickstart/xml_prefs.html		dropdown	Jeff Swartz		25 February 2008	true	4		Adobe Developer Connection		Reading from and writing to an XML preferences file | Adobe Developer Connection	main	
55	18 August 2008	en_us	10_common_mistakes_air		Adobe AIR						AIR, Flex, Flash, JavaScript, common mistakes, tips	article		novalue	18 August 2008	10 common mistakes when building AIR applications	devnet		false	1	1	Michael Koch	Adobe AIR	true	1		adobe air	false		10 common mistakes when building AIR applications		noodp					true	18 August 2008		en-us			All	www.adobe.com/devnet/air/articles/10_common_mistakes_air.html		accordion,dropdown	David Tucker		18 August 2008	true	0	Build better AIR applications by noting these tips.	Adobe Developer Connection		10 common mistakes when building AIR applications | Adobe Developer Connection	main	
56		en_us					true	true																								noodp	NOINDEX,NOFOLLOW						adobe			true		www.adobe.com/devnet/air/articles/air_and_webkit.html											Adobe - Error page		
57	25 February 2008	en_us	air_badge_install		Adobe AIR						AIR, JavaScript, badge, install, Flash Player Detection Kit	article		novalue	7 January 2008	Deploying Adobe AIR applications seamlessly with badge install	devnet		false	3	1	Michael Koch	Adobe AIR	true	1		adobe air	false		Deploying Adobe AIR applications seamlessly with badge install		noodp					true	7 January 2008		en-us			0	www.adobe.com/devnet/air/articles/air_badge_install.html		dropdown	David Tucker		7 January 2008	true	0	Explore the options you have to make installing your Adobe AIR apps easier for users.	Adobe Developer Connection		Deploying Adobe AIR applications seamlessly with badge install | Adobe Developer Connection	main	
58	30 October 2007	en_us	air_derby_winners		air						Adobe AIR Developer Derby, developer derby, AIR, Apollo, derby winners Marc Hughes, Alan Queen, John Wu, Edward Finkler, Tom Bary, Agile Agenda, Digimix, SearchCoders, Spaz.AIR, ORA, ORA Time and Expense	novalue		novalue	30 September 2007	Adobe AIR Developer Derby winners	devnet		false	1	1	Michael Koch	Adobe AIR	true	1		adobe air	false		Adobe AIR Developer Derby winners		noodp					true	30 September, 2007		en-us			Beginner, Intermediate, Advanced	www.adobe.com/devnet/air/articles/air_derby_winners.html		dropdown	Adrian Ludwig		30 September, 2007	true	0	Meet the winners of the Adobe AIR Developer Derby and check out their engaging apps.	Adobe Developer Connection		Adobe AIR Developer Derby winners | Adobe Developer Connection	main	
61	25 February 2008	en_us	air_experience_brand		Adobe AIR						AIR, brand, branding, user experience, experience design, XD	article		novalue	25 February 2008	Adobe AIR and the experience brand	devnet		false	1	1	Michael Koch	Adobe AIR	true	1		adobe air	false		Adobe AIR and the experience brand		noodp					true	25 February 2008		en-us			Beginner/Intermediate	www.adobe.com/devnet/air/articles/air_experience_brand.html		accordion,dropdown	Ethan Eismann		25 February 2008	true	2	Understand how you can use Adobe AIR to bring distinct brand experiences to the desktop. 	Adobe Developer Connection		Adobe AIR and the experience brand | Adobe Developer Connection	main	
62		en_us			air												devnet								2							noodp					true							www.adobe.com/devnet/air/articles/air_marketplace_faq.html		dropdown,pod,tree				true					Adobe \xe2\x80\x93 Adobe AIR Developer Center: AIR Marketplace FAQ		
63	9 March 2009	en_us	air_performance		Adobe AIR						air, performance, application performance, tuning techniques, metrics	article		novalue	9 March 2009	 Performance-tuning Adobe AIR applications 			false	1	1	Michael Koch	Adobe AIR	true	1		devnet	false	Improve the performance of your AIR applications by following these standard tuning techniques.	 Performance-tuning Adobe AIR applications 		noodp					true	9 March 2009		en-us			All	www.adobe.com/devnet/air/articles/air_performance.html		accordion,dropdown	Oliver Goldman		9 March 2009	true	0	Get an overview of the standard tuning techniques that will help you build better performing AIR applications	Adobe Developer Connection		 Performance-tuning Adobe AIR applications  | Adobe Developer Connection	main	
64		en_us					true	true																								noodp	NOINDEX,NOFOLLOW						adobe			true		www.adobe.com/devnet/air/articles/air_screenrecording.html											Adobe - Error page		
65	17 November 2008	en_us	air_update_framework		Adobe AIR						AIR, update framework	article		novalue	17 November 2008	Using the Adobe AIR update framework			false	5	1	Jack Wilber	Adobe AIR	true	1		devnet	false		Using the Adobe AIR update framework		noodp					true	17 November 2008		en-us			Intermediate	www.adobe.com/devnet/air/articles/air_update_framework.html		accordion,dropdown	Mihai Corlan		17 November 2008	true	3	Include update capabilities in your AIR applications to ensure your clients always have the latest version of your apps.	Adobe Developer Connection		Using the Adobe AIR update framework | Adobe Developer Connection	main	
66	17 November 2008	en_us	air1.5_cookbook		Adobe AIR						17 November 2008	article		novalue	17 November 2008	AIR 1.5 Cookbook excerpt: Applications and native window menus			true	1	1	Michael Koch	Adobe AIR	true	1		devnet	false		AIR 1.5 Cookbook excerpt: Applications and native window menus		noodp					true	17 November 2008		en-us			All	www.adobe.com/devnet/air/articles/air1.5_cookbook.html		accordion,dropdown	David Tucker		17 November 2008	true	3	Learn to build different types of native menus for your HTML, Flex, and Flash apps built on AIR.	Adobe Developer Connection		AIR 1.5 Cookbook excerpt: Applications and native window menus | Adobe Developer Connection	main	
67	29 September 2008	en_us	localizing_flex_air_apps		Adobe AIR						AIR, badge install, custom badge, deployment	article		novalue	29 September 2008	Getting started with the custom install badge	devnet		false	1	1	Michael Koch	Adobe AIR	true	1		adobe air	false		Getting started with the custom install badge		noodp					true	22 Septembe 2008		en-us			All	www.adobe.com/devnet/air/articles/badge_for_air.html		accordion,dropdown	Adobe		22 September 2008	true	0	Add a new look and feel to your AIR deployment with Grant Skinner\'s custom install badge.	Adobe Developer Connection		Getting started with the custom install badge | Adobe Developer Connection	main	
68	22 September 2008	en_us	localizing_flex_air_apps		Adobe AIR						AIR, badge install, Badger, deployment	article		novalue	22 September 2008	Using Badger for Adobe AIR applications	devnet		false	1	1	Michael Koch	Adobe AIR	true	1		adobe air	false		Using Badger for Adobe AIR applications		noodp					true	22 Septembe 2008		en-us			All	www.adobe.com/devnet/air/articles/badger_for_air_apps.html		accordion,dropdown	Adobe		22 September 2008	true	0	Easily create install badges for your AIR applications with Grant Skinner\'s Badger app.	Adobe Developer Connection		Using Badger for Adobe AIR applications | Adobe Developer Connection	main	
69	21 September 2009	en_us	building_commercial_air_apps	Building Lupo: A case study in building commercial AIR applications	Adobe AIR						Lupo, commercial, beta testing, monetizing	article		novalue	21 September 2009	Building Lupo: A case study in building commercial AIR applications			true	1	1	Michael Koch	Adobe AIR	true	1		devnet	false	Find out what it takes to build and release a commercial AIR application from the ground up.	Building Lupo: A case study in building commercial AIR applications		noodp					true	21 September 2009		en-us			All	www.adobe.com/devnet/air/articles/building_commercial_air_apps.html		accordion,dropdown	David Deraedt		21 September 2009	true	0	Find out what it takes to build and release a commercial AIR application from the ground up.	Adobe Developer Connection		Building Lupo: A case study in building commercial AIR applications | Adobe Developer Connection	main	
70	17 December 2008	en_us	developing_crossplatform		Adobe AIR						AIR, Windows, Mac, Linux, cross platform, best practices	article		novalue	17 December 2008	Developing cross-platform Adobe AIR applications			false	1	1	Michael Koch	Adobe AIR	true	1		devnet	false	Use these best practices to develop AIR applications that work on Linux, Mac OS X, and Windows.			noodp					true			en-us				www.adobe.com/devnet/air/articles/developing_crossplatform.html		accordion,dropdown	Charles Ward		17 December 2008	true	0		Adobe Developer Connection		Developing cross-platform Adobe AIR applications | Adobe Developer Connection	main	
71	25 August 2008	en_us	distributing_air_in_enterprise		Adobe AIR				Michael Labriola		AIR, enterprise, distribution, deployment, SMS, SCCM, Tivoli	article		novalue	25 August 2008	Distributing AIR in the enterprise	devnet		false	4	1	Jack Wilber	Adobe AIR	true	1		adobe air	false		Distributing AIR in the enterprise		noodp					true	25 August 2008		en-us			Intermediate/Advanced	www.adobe.com/devnet/air/articles/distributing_air_in_enterprise.html		accordion,dropdown	Peter Albert		25 August 2008	true	4	Install AIR with SMS, SCCM, or IBM Tivoli Provisioning Manager Express.	Adobe Developer Connection		Distributing AIR in the enterprise | Adobe Developer Connection	main	
72	3 March 2008	en_us	introduction_to_air_security		Adobe AIR						Adobe AIR, AIR, security, SandboxBridge, sandbox, HTML security, application sandbox	novalue		novalue	25 February 2008	Introducing the Adobe AIR security model	devnet		false	1	1	Michael Koch	Air	true	1		adobe air	false		Introducing the Adobe AIR security model		noodp					true	25 February 2008		en-us			Intermediate, Advanced	www.adobe.com/devnet/air/articles/introduction_to_air_security.html		accordion,dropdown	Lucas Adamski		25 February 2008	true	4	Learn more about the rationale behind the AIR security model and what you should consider when building AIR applications.	Adobe Developer Connection		Introducing the Adobe AIR security model | Adobe Developer Connection	main	
73	5 January 2009	en_us	signing_air_applications		Adobe AIR						AIR, Flex Builder, Flash, Flex, code signing,  digitally signing	novalue		novalue	25 February 2008	Digitally signing Adobe AIR applications	devnet		false	7	1	Michael Koch	Adobe AIR	true	1		adobe air	false		Digitally signing Adobe AIR applications		noodp					true	25 February 2008		en-us			All	www.adobe.com/devnet/air/articles/signing_air_applications.html		dropdown	Todd Prekaski		25 February 2008	true	0	Learn how to sign your AIR applications built in Dreamweaver CS3, Flex, or Flash CS3 Professional.	Adobe Developer Connection		Digitally signing Adobe AIR applications | Adobe Developer Connection	main	
